num views,num rows,num channels,batch size,peak memory (GB),avail memory (GB),elapsed time0 (sec),elapsed time1 (sec)
50,800,100,100,1.069,40.106,10.1,10.1
50,800,100,250,1.069,40.106,5.0,5.0
50,800,100,500,1.069,40.106,5.0,5.0
50,800,100,800,1.069,40.106,5.0,5.0
50,800,250,100,1.341,40.106,9.7,9.7
50,800,250,250,1.341,40.106,6.2,6.2
50,800,250,500,1.341,40.106,3.3,3.3
50,800,250,800,1.341,40.106,3.2,3.2
50,800,500,100,3.065,40.106,14.0,14.0
50,800,500,250,3.065,40.106,8.8,8.8
50,800,500,500,3.065,40.106,8.0,8.0
50,800,500,800,3.065,40.106,7.8,7.8
50,800,800,100,2.466,40.106,32.5,32.5
50,800,800,250,2.466,40.106,33.0,33.0
50,800,800,500,2.466,40.106,34.6,34.6
50,800,800,800,2.466,40.106,34.4,34.4
50,800,1250,100,5.248,40.106,68.0,68.0
50,800,1250,250,5.248,40.106,75.2,75.2
50,800,1250,500,5.248,40.106,67.4,67.4
50,800,1250,800,5.248,40.106,65.9,65.9
50,1250,50,100,1.012,40.106,7.8,7.8
50,1250,50,250,1.012,40.106,3.2,3.2
50,1250,50,500,1.012,40.106,3.3,3.3
50,1250,50,800,1.012,40.106,3.3,3.3
50,1250,100,100,1.539,40.106,9.7,9.7
50,1250,100,250,1.539,40.106,1.5,1.5
50,1250,100,500,1.539,40.106,1.5,1.5
50,1250,100,800,1.539,40.106,1.4,1.4
50,1250,250,100,1.970,40.106,9.6,9.6
50,1250,250,250,1.970,40.106,4.3,4.3
50,1250,250,500,1.970,40.106,4.3,4.3
50,1250,250,800,1.970,40.106,4.2,4.2
50,1250,500,100,4.787,40.106,16.4,16.4
50,1250,500,250,4.787,40.106,11.6,11.6
50,1250,500,500,4.787,40.106,10.4,10.4
50,1250,500,800,4.787,40.106,10.3,10.3
50,1250,800,100,3.803,40.106,41.8,41.8
50,1250,800,250,3.803,40.106,42.3,42.3
50,1250,800,500,3.803,40.106,38.5,38.5
50,1250,800,800,3.803,40.106,40.2,40.2
50,1250,1250,100,8.192,40.106,92.9,92.9
50,1250,1250,250,8.192,40.106,96.1,96.1
50,1250,1250,500,8.192,40.106,95.4,95.4
50,1250,1250,800,8.192,40.106,95.2,95.2
100,50,50,100,0.196,40.106,7.3,7.3
100,50,50,250,0.196,40.106,3.1,3.1
100,50,50,500,0.196,40.106,3.0,3.0
100,50,50,800,0.196,40.106,3.0,3.0
100,50,100,100,0.234,40.106,9.5,9.5
100,50,100,250,0.234,40.106,2.2,2.2
100,50,100,500,0.234,40.106,1.9,1.9
100,50,100,800,0.234,40.106,1.9,1.9
100,50,250,100,0.286,40.106,8.5,8.5
100,50,250,250,0.286,40.106,4.0,4.0
100,50,250,500,0.286,40.106,3.7,3.7
100,50,250,800,0.286,40.106,3.6,3.6
100,50,500,100,0.284,40.106,9.3,9.3
100,50,500,250,0.284,40.106,4.5,4.5
100,50,500,500,0.284,40.106,4.3,4.3
100,50,500,800,0.284,40.106,4.2,4.2
100,50,800,100,0.337,40.106,11.5,11.5
100,50,800,250,0.337,40.106,4.5,4.5
100,50,800,500,0.337,40.106,4.3,4.3
100,50,800,800,0.337,40.106,4.1,4.1
100,50,1250,100,0.412,40.106,14.6,14.6
100,50,1250,250,0.467,40.106,7.2,7.2
100,50,1250,500,0.467,40.106,7.4,7.4
100,50,1250,800,0.467,40.106,6.9,6.9
100,100,50,100,0.313,40.106,7.6,7.6
100,100,50,250,0.313,40.106,2.3,2.3
100,100,50,500,0.313,40.106,2.2,2.2
100,100,50,800,0.313,40.106,2.2,2.2
100,100,100,100,0.422,40.106,10.1,10.1
100,100,100,250,0.422,40.106,3.8,3.8
100,100,100,500,0.422,40.106,3.7,3.7
100,100,100,800,0.422,40.106,3.6,3.6
100,100,250,100,0.412,40.106,8.9,8.9
100,100,250,250,0.412,40.106,4.2,4.2
100,100,250,500,0.412,40.106,4.0,4.0
100,100,250,800,0.412,40.106,4.0,4.0
100,100,500,100,0.507,40.106,9.4,9.4
100,100,500,250,0.507,40.106,3.1,3.1
100,100,500,500,0.507,40.106,2.9,2.9
100,100,500,800,0.507,40.106,2.8,2.8
100,100,800,100,0.551,40.106,12.8,12.8
100,100,800,250,0.597,40.106,6.9,6.9
100,100,800,500,0.597,40.106,6.8,6.8
100,100,800,800,0.597,40.106,6.7,6.7
100,100,1250,100,0.747,40.106,19.1,19.1
100,100,1250,250,0.934,40.106,11.7,11.7
100,100,1250,500,0.934,40.106,12.5,12.5
100,100,1250,800,0.934,40.106,12.1,12.1
100,250,50,100,0.405,40.106,7.8,7.8
100,250,50,250,0.405,40.106,2.3,2.3
100,250,50,500,0.405,40.106,2.2,2.2
100,250,50,800,0.405,40.106,2.2,2.2
100,250,100,100,0.599,40.106,9.5,9.5
100,250,100,250,0.599,40.106,2.3,2.3
100,250,100,500,0.599,40.106,2.1,2.1
100,250,100,800,0.599,40.106,2.0,2.0
100,250,250,100,0.699,40.106,8.4,8.4
100,250,250,250,0.699,40.106,2.7,2.7
100,250,250,500,0.699,40.106,2.4,2.4
100,250,250,800,0.699,40.106,2.4,2.4
100,250,500,100,1.006,40.106,10.4,10.4
100,250,500,250,1.006,40.106,4.5,4.5
100,250,500,500,1.006,40.106,4.2,4.2
100,250,500,800,1.006,40.106,4.1,4.1
100,250,800,100,1.204,40.106,16.2,16.2
100,250,800,250,1.494,40.106,10.2,10.2
100,250,800,500,1.494,40.106,10.3,10.3
100,250,800,800,1.494,40.106,10.6,10.6
100,250,1250,100,1.868,40.106,27.0,27.0
100,250,1250,250,2.334,40.106,21.5,21.5
100,250,1250,500,2.334,40.106,21.1,21.1
100,250,1250,800,2.334,40.106,23.3,23.3
100,500,50,100,0.809,40.106,7.7,7.7
100,500,50,250,0.809,40.106,3.3,3.3
100,500,50,500,0.809,40.106,3.3,3.3
100,500,50,800,0.809,40.106,2.3,2.3
100,500,100,100,1.197,40.106,9.3,9.3
100,500,100,250,1.197,40.106,2.4,2.4
100,500,100,500,1.197,40.106,2.1,2.1
100,500,100,800,1.197,40.106,2.0,2.0
100,500,250,100,1.398,40.106,8.7,8.7
100,500,250,250,1.398,40.106,3.2,3.2
100,500,250,500,1.398,40.106,2.9,2.9
100,500,250,800,1.398,40.106,2.8,2.8
100,500,500,100,2.010,40.106,11.7,11.7
100,500,500,250,2.010,40.106,6.4,6.4
100,500,500,500,2.010,40.106,6.3,6.3
100,500,500,800,2.010,40.106,6.2,6.2
100,500,800,100,2.403,40.106,22.9,22.9
100,500,800,250,2.987,40.106,17.6,17.6
100,500,800,500,2.987,40.106,19.1,19.1
100,500,800,800,2.987,40.106,18.3,18.3
100,500,1250,100,3.736,40.106,48.2,48.2
100,500,1250,250,4.668,40.106,44.4,44.4
100,500,1250,500,4.668,40.106,41.5,41.5
100,500,1250,800,4.668,40.106,40.4,40.4
100,800,50,100,1.412,40.106,7.6,7.6
100,800,50,250,1.412,40.106,3.3,3.3
100,800,50,500,1.412,40.106,3.3,3.3
100,800,50,800,1.412,40.106,2.3,2.3
100,800,100,100,2.085,40.106,9.5,9.5
100,800,100,250,2.085,40.106,2.4,2.4
100,800,100,500,2.085,40.106,2.2,2.2
100,800,100,800,2.085,40.106,2.1,2.1
100,800,250,100,2.397,40.106,9.2,9.2
100,800,250,250,2.397,40.106,3.8,3.8
100,800,250,500,2.397,40.106,3.5,3.5
100,800,250,800,2.397,40.106,3.5,3.5
100,800,500,100,3.299,40.106,14.1,14.1
100,800,500,250,3.299,40.106,9.1,9.1
100,800,500,500,3.299,40.106,8.9,8.9
100,800,500,800,3.299,40.106,8.8,8.8
100,800,800,100,3.994,40.106,35.4,35.4
100,800,800,250,4.780,40.106,35.8,35.8
100,800,800,500,4.780,40.106,36.0,36.0
100,800,800,800,4.780,40.106,35.0,35.0
100,800,1250,100,5.978,40.106,78.1,78.1
100,800,1250,250,7.468,40.106,86.1,86.1
100,800,1250,500,7.468,40.106,72.7,72.7
100,800,1250,800,7.468,40.106,75.2,75.2
100,1250,50,100,2.023,40.106,8.0,8.0
100,1250,50,250,2.023,40.106,2.5,2.5
100,1250,50,500,2.023,40.106,2.4,2.4
100,1250,50,800,2.023,40.106,2.4,2.4
100,1250,100,100,2.993,40.106,10.3,10.3
100,1250,100,250,2.993,40.106,1.8,1.8
100,1250,100,500,2.993,40.106,1.5,1.5
100,1250,100,800,2.993,40.106,1.5,1.5
100,1250,250,100,3.493,40.106,10.4,10.4
100,1250,250,250,3.493,40.106,4.9,4.9
100,1250,250,500,3.493,40.106,3.7,3.7
100,1250,250,800,3.493,40.106,3.6,3.6
100,1250,500,100,5.020,40.106,18.3,18.3
100,1250,500,250,5.020,40.106,12.4,12.4
100,1250,500,500,5.020,40.106,12.1,12.1
100,1250,500,800,5.020,40.106,12.1,12.1
100,1250,800,100,6.001,40.106,45.7,45.7
100,1250,800,250,7.468,40.106,42.6,42.6
100,1250,800,500,7.468,40.106,41.1,41.1
100,1250,800,800,7.468,40.106,41.7,41.7
100,1250,1250,100,9.340,40.106,111.6,111.6
100,1250,1250,250,11.669,40.106,104.5,104.5
100,1250,1250,500,11.669,40.106,105.1,105.1
100,1250,1250,800,11.669,40.106,107.3,107.3
250,50,50,100,0.136,40.106,10.5,10.5
250,50,50,250,0.392,40.106,4.1,4.1
250,50,50,500,0.392,40.106,2.5,2.5
250,50,50,800,0.392,40.106,2.4,2.4
250,50,100,100,0.233,40.106,14.3,14.3
250,50,100,250,0.627,40.106,5.7,5.7
250,50,100,500,0.627,40.106,1.2,1.2
250,50,100,800,0.627,40.106,1.3,1.3
250,50,250,100,0.283,40.106,12.9,12.9
250,50,250,250,0.536,40.106,5.4,5.4
250,50,250,500,0.536,40.106,1.3,1.3
250,50,250,800,0.536,40.106,1.4,1.4
250,50,500,100,0.350,40.106,14.2,14.2
250,50,500,250,0.584,40.106,5.6,5.6
250,50,500,500,0.584,40.106,2.9,2.9
250,50,500,800,0.584,40.106,2.7,2.7
250,50,800,100,0.439,40.106,19.3,19.3
250,50,800,250,0.728,40.106,9.9,9.9
250,50,800,500,0.728,40.106,4.0,4.0
250,50,800,800,0.728,40.106,4.3,4.3
250,50,1250,100,0.550,40.106,26.7,26.7
250,50,1250,250,0.870,40.106,13.7,13.7
250,50,1250,500,0.870,40.106,9.7,9.7
250,50,1250,800,0.870,40.106,9.4,9.4
250,100,50,100,0.318,40.106,11.8,11.8
250,100,50,250,0.970,40.106,4.7,4.7
250,100,50,500,0.970,40.106,2.7,2.7
250,100,50,800,0.970,40.106,2.6,2.6
250,100,100,100,0.417,40.106,14.0,14.0
250,100,100,250,1.297,40.106,6.0,6.0
250,100,100,500,1.297,40.106,1.2,1.2
250,100,100,800,1.297,40.106,1.3,1.3
250,100,250,100,0.628,40.106,13.5,13.5
250,100,250,250,1.256,40.106,5.6,5.6
250,100,250,500,1.256,40.106,1.4,1.4
250,100,250,800,1.256,40.106,1.6,1.6
250,100,500,100,0.627,40.106,14.3,14.3
250,100,500,250,1.602,40.106,6.7,6.7
250,100,500,500,1.602,40.106,3.7,3.7
250,100,500,800,1.602,40.106,3.6,3.6
250,100,800,100,0.924,40.106,21.3,21.3
250,100,800,250,1.575,40.106,12.4,12.4
250,100,800,500,1.575,40.106,6.5,6.5
250,100,800,800,1.575,40.106,6.8,6.8
250,100,1250,100,1.087,40.106,30.7,30.7
250,100,1250,250,2.049,40.106,20.8,20.8
250,100,1250,500,2.049,40.106,14.7,14.7
250,100,1250,800,2.049,40.106,13.4,13.4
250,250,50,100,0.362,40.106,11.9,11.9
250,250,50,250,1.002,40.106,4.3,4.3
250,250,50,500,1.002,40.106,2.7,2.7
250,250,50,800,1.002,40.106,2.7,2.7
250,250,100,100,0.573,40.106,14.4,14.4
250,250,100,250,1.475,40.106,5.5,5.5
250,250,100,500,1.475,40.106,1.3,1.3
250,250,100,800,1.475,40.106,1.4,1.4
250,250,250,100,0.861,40.106,13.5,13.5
250,250,250,250,1.725,40.106,6.0,6.0
250,250,250,500,1.725,40.106,1.9,1.9
250,250,250,800,1.725,40.106,2.1,2.1
250,250,500,100,1.319,40.106,16.6,16.6
250,250,500,250,2.150,40.106,8.3,8.3
250,250,500,500,2.150,40.106,4.5,4.5
250,250,500,800,2.150,40.106,4.4,4.4
250,250,800,100,1.834,40.106,27.8,27.8
250,250,800,250,2.671,40.106,17.1,17.1
250,250,800,500,2.671,40.106,11.3,11.3
250,250,800,800,2.671,40.106,12.6,12.6
250,250,1250,100,2.748,40.106,43.2,43.2
250,250,1250,250,3.435,40.106,33.6,33.6
250,250,1250,500,3.435,40.106,28.4,28.4
250,250,1250,800,3.435,40.106,29.2,29.2
250,500,50,100,0.725,40.106,11.3,11.3
250,500,50,250,2.004,40.106,4.2,4.2
250,500,50,500,2.004,40.106,3.6,3.6
250,500,50,800,2.004,40.106,2.5,2.5
250,500,100,100,1.146,40.106,14.1,14.1
250,500,100,250,2.949,40.106,5.4,5.4
250,500,100,500,2.949,40.106,1.4,1.4
250,500,100,800,2.949,40.106,1.5,1.5
250,500,250,100,1.722,40.106,14.0,14.0
250,500,250,250,3.449,40.106,6.6,6.6
250,500,250,500,3.449,40.106,2.5,2.5
250,500,250,800,3.449,40.106,2.7,2.7
250,500,500,100,2.639,40.106,19.1,19.1
250,500,500,250,4.297,40.106,11.1,11.1
250,500,500,500,4.297,40.106,7.3,7.3
250,500,500,800,4.297,40.106,7.4,7.4
250,500,800,100,3.549,40.106,34.9,34.9
250,500,800,250,5.156,40.106,27.0,27.0
250,500,800,500,5.156,40.106,21.2,21.2
250,500,800,800,5.156,40.106,23.3,23.3
250,500,1250,100,5.380,40.106,68.9,68.9
250,500,1250,250,6.870,40.106,59.7,59.7
250,500,1250,500,6.870,40.106,50.7,50.7
250,500,1250,800,6.870,40.106,50.4,50.4
250,800,50,100,1.258,40.106,11.4,11.4
250,800,50,250,3.500,40.106,4.2,4.2
250,800,50,500,3.500,40.106,3.7,3.7
250,800,50,800,3.500,40.106,2.6,2.6
250,800,100,100,1.976,40.106,14.2,14.2
250,800,100,250,5.130,40.106,5.6,5.6
250,800,100,500,5.130,40.106,1.5,1.5
250,800,100,800,5.130,40.106,1.7,1.7
250,800,250,100,2.934,40.106,14.9,14.9
250,800,250,250,5.921,40.106,7.5,7.5
250,800,250,500,5.921,40.106,3.4,3.4
250,800,250,800,5.921,40.106,3.6,3.6
250,800,500,100,4.335,40.106,23.4,23.4
250,800,500,250,7.052,40.106,14.9,14.9
250,800,500,500,7.052,40.106,11.3,11.3
250,800,500,800,7.052,40.106,11.1,11.1
250,800,800,100,5.804,40.106,50.7,50.7
250,800,800,250,8.626,40.106,42.2,42.2
250,800,800,500,8.626,40.106,38.0,38.0
250,800,800,800,8.626,40.106,36.5,36.5
250,800,1250,100,8.601,40.106,115.9,115.9
250,800,1250,250,10.992,40.106,98.5,98.5
250,800,1250,500,10.992,40.106,97.0,97.0
250,800,1250,800,10.992,40.106,100.2,100.2
250,1250,50,100,1.812,40.106,11.8,11.8
250,1250,50,250,5.011,40.106,4.4,4.4
250,1250,50,500,5.011,40.106,2.9,2.9
250,1250,50,800,5.011,40.106,2.8,2.8
250,1250,100,100,2.866,40.106,15.4,15.4
250,1250,100,250,7.372,40.106,6.4,6.4
250,1250,100,500,7.372,40.106,1.8,1.8
250,1250,100,800,7.372,40.106,2.0,2.0
250,1250,250,100,4.376,40.106,17.0,17.0
250,1250,250,250,8.479,40.106,9.0,9.0
250,1250,250,500,8.479,40.106,4.9,4.9
250,1250,250,800,8.479,40.106,5.1,5.1
250,1250,500,100,6.599,40.106,30.4,30.4
250,1250,500,250,10.455,40.106,21.3,21.3
250,1250,500,500,10.455,40.106,17.4,17.4
250,1250,500,800,10.455,40.106,17.2,17.2
250,1250,800,100,8.703,40.106,67.8,67.8
250,1250,800,250,12.883,40.106,60.8,60.8
250,1250,800,500,12.883,40.106,53.4,53.4
250,1250,800,800,12.883,40.106,51.6,51.6
250,1250,1250,100,13.431,40.106,145.0,145.0
250,1250,1250,250,17.175,40.106,138.1,138.1
250,1250,1250,500,17.175,40.106,140.9,140.9
250,1250,1250,800,17.175,40.106,130.5,130.5
500,50,50,100,0.206,40.106,8.0,8.0
500,50,50,250,0.402,40.106,4.3,4.3
500,50,50,500,0.975,40.106,4.3,4.3
500,50,50,800,0.975,40.106,3.0,3.0
500,50,100,100,0.254,40.106,10.2,10.2
500,50,100,250,0.653,40.106,5.8,5.8
500,50,100,500,1.324,40.106,5.7,5.7
500,50,100,800,1.324,40.106,1.5,1.5
500,50,250,100,0.379,40.106,9.4,9.4
500,50,250,250,0.604,40.106,5.8,5.8
500,50,250,500,1.234,40.106,5.6,5.6
500,50,250,800,1.234,40.106,1.8,1.8
500,50,500,100,0.489,40.106,10.6,10.6
500,50,500,250,0.734,40.106,6.1,6.1
500,50,500,500,1.424,40.106,6.6,6.6
500,50,500,800,1.424,40.106,2.7,2.7
500,50,800,100,0.673,40.106,14.1,14.1
500,50,800,250,0.916,40.106,10.7,10.7
500,50,800,500,1.632,40.106,11.6,11.6
500,50,800,800,1.632,40.106,6.1,6.1
500,50,1250,100,0.877,40.106,19.8,19.8
500,50,1250,250,1.154,40.106,16.1,16.1
500,50,1250,500,1.903,40.106,18.0,18.0
500,50,1250,800,1.903,40.106,11.8,11.8
500,100,50,100,0.333,40.106,8.5,8.5
500,100,50,250,0.989,40.106,5.0,5.0
500,100,50,500,1.938,40.106,4.4,4.4
500,100,50,800,1.938,40.106,3.1,3.1
500,100,100,100,0.500,40.106,11.2,11.2
500,100,100,250,1.348,40.106,6.6,6.6
500,100,100,500,1.963,40.106,5.3,5.3
500,100,100,800,1.963,40.106,1.6,1.6
500,100,250,100,0.567,40.106,10.1,10.1
500,100,250,250,1.392,40.106,6.2,6.2
500,100,250,500,2.256,40.106,5.7,5.7
500,100,250,800,2.256,40.106,1.9,1.9
500,100,500,100,0.967,40.106,11.5,11.5
500,100,500,250,1.902,40.106,8.0,8.0
500,100,500,500,2.628,40.106,7.7,7.7
500,100,500,800,2.628,40.106,3.7,3.7
500,100,800,100,1.223,40.106,18.4,18.4
500,100,800,250,2.013,40.106,15.0,15.0
500,100,800,500,2.640,40.106,13.3,13.3
500,100,800,800,2.640,40.106,8.6,8.6
500,100,1250,100,1.681,40.106,28.9,28.9
500,100,1250,250,2.617,40.106,26.9,26.9
500,100,1250,500,3.136,40.106,23.7,23.7
500,100,1250,800,3.136,40.106,18.0,18.0
500,250,50,100,0.471,40.106,8.9,8.9
500,250,50,250,1.051,40.106,4.8,4.8
500,250,50,500,2.002,40.106,4.1,4.1
500,250,50,800,2.002,40.106,3.0,3.0
500,250,100,100,0.775,40.106,10.8,10.8
500,250,100,250,1.602,40.106,6.1,6.1
500,250,100,500,2.925,40.106,5.6,5.6
500,250,100,800,2.925,40.106,1.7,1.7
500,250,250,100,1.208,40.106,10.0,10.0
500,250,250,250,2.067,40.106,6.7,6.7
500,250,250,500,3.315,40.106,6.3,6.3
500,250,250,800,3.315,40.106,2.6,2.6
500,250,500,100,2.142,40.106,14.6,14.6
500,250,500,250,2.900,40.106,10.4,10.4
500,250,500,500,3.815,40.106,10.0,10.0
500,250,500,800,3.815,40.106,6.2,6.2
500,250,800,100,2.758,40.106,24.8,24.8
500,250,800,250,3.611,40.106,21.8,21.8
500,250,800,500,4.717,40.106,21.3,21.3
500,250,800,800,4.717,40.106,15.9,15.9
500,250,1250,100,4.029,40.106,45.7,45.7
500,250,1250,250,4.780,40.106,42.0,42.0
500,250,1250,500,5.809,40.106,43.3,43.3
500,250,1250,800,5.809,40.106,36.5,36.5
500,500,50,100,0.943,40.106,8.5,8.5
500,500,50,250,2.102,40.106,4.6,4.6
500,500,50,500,4.004,40.106,3.9,3.9
500,500,50,800,4.004,40.106,3.2,3.2
500,500,100,100,1.549,40.106,10.7,10.7
500,500,100,250,3.205,40.106,6.0,6.0
500,500,100,500,5.851,40.106,5.5,5.5
500,500,100,800,5.851,40.106,1.9,1.9
500,500,250,100,2.417,40.106,11.2,11.2
500,500,250,250,4.133,40.106,7.8,7.8
500,500,250,500,6.629,40.106,7.5,7.5
500,500,250,800,6.629,40.106,3.9,3.9
500,500,500,100,4.285,40.106,19.1,19.1
500,500,500,250,5.797,40.106,15.2,15.2
500,500,500,500,7.628,40.106,14.4,14.4
500,500,500,800,7.628,40.106,10.7,10.7
500,500,800,100,5.235,40.106,37.1,37.1
500,500,800,250,7.062,40.106,33.9,33.9
500,500,800,500,9.248,40.106,33.3,33.3
500,500,800,800,9.248,40.106,26.7,26.7
500,500,1250,100,7.825,40.106,85.7,85.7
500,500,1250,250,9.307,40.106,75.0,75.0
500,500,1250,500,11.392,40.106,71.6,71.6
500,500,1250,800,11.392,40.106,74.1,74.1
500,800,50,100,1.615,40.106,8.6,8.6
500,800,50,250,3.656,40.106,4.7,4.7
500,800,50,500,6.992,40.106,4.2,4.2
500,800,50,800,6.992,40.106,3.1,3.1
500,800,100,100,2.639,40.106,10.8,10.8
500,800,100,250,5.529,40.106,6.3,6.3
500,800,100,500,10.206,40.106,6.0,6.0
500,800,100,800,10.206,40.106,2.2,2.2
500,800,250,100,4.028,40.106,13.0,13.0
500,800,250,250,7.016,40.106,9.4,9.4
500,800,250,500,11.411,40.106,9.2,9.2
500,800,250,800,11.411,40.106,5.2,5.2
500,800,500,100,6.713,40.106,25.6,25.6
500,800,500,250,9.479,40.106,20.8,20.8
500,800,500,500,12.741,40.106,19.9,19.9
500,800,500,800,12.741,40.106,16.3,16.3
500,800,800,100,8.524,40.106,60.5,60.5
500,800,800,250,11.677,40.106,59.9,59.9
500,800,800,500,15.553,40.106,54.0,54.0
500,800,800,800,15.553,40.106,48.7,48.7
500,800,1250,100,12.512,40.106,143.4,143.4
500,800,1250,250,15.282,40.106,139.4,139.4
500,800,1250,500,19.014,40.106,124.8,124.8
500,800,1250,800,19.014,40.106,119.9,119.9
500,1250,50,100,2.356,40.106,8.7,8.7
500,1250,50,250,5.255,40.106,4.8,4.8
500,1250,50,500,10.010,40.106,4.2,4.2
500,1250,50,800,10.010,40.106,3.2,3.2
500,1250,100,100,3.872,40.106,11.6,11.6
500,1250,100,250,8.011,40.106,6.9,6.9
500,1250,100,500,14.627,40.106,6.5,6.5
500,1250,100,800,14.627,40.106,2.6,2.6
500,1250,250,100,6.041,40.106,15.4,15.4
500,1250,250,250,10.333,40.106,11.7,11.7
500,1250,250,500,16.429,40.106,11.2,11.2
500,1250,250,800,16.429,40.106,7.3,7.3
500,1250,500,100,10.262,40.106,36.2,36.2
500,1250,500,250,14.248,40.106,31.0,31.0
500,1250,500,500,18.782,40.106,29.4,29.4
500,1250,500,800,18.782,40.106,25.6,25.6
500,1250,800,100,13.079,40.106,82.0,82.0
500,1250,800,250,17.496,40.106,80.0,80.0
500,1250,800,500,21.818,40.106,76.9,76.9
500,1250,800,800,21.818,40.106,69.3,69.3
500,1250,1250,100,19.542,40.106,203.8,203.8
500,1250,1250,250,23.255,40.106,177.4,177.4
500,1250,1250,500,26.676,40.106,198.8,198.8
500,1250,1250,800,26.676,40.106,186.2,186.2
800,50,50,100,0.211,40.106,8.3,8.3
800,50,50,250,0.406,40.106,5.1,5.1
800,50,50,500,0.644,40.106,4.5,4.5
800,50,50,800,1.254,40.106,5.8,5.8
800,50,100,100,0.266,40.106,10.6,10.6
800,50,100,250,0.554,40.106,6.4,6.4
800,50,100,500,0.806,40.106,6.1,6.1
800,50,100,800,1.398,40.106,7.9,7.9
800,50,250,100,0.431,40.106,9.9,9.9
800,50,250,250,0.566,40.106,6.5,6.5
800,50,250,500,0.933,40.106,6.7,6.7
800,50,250,800,1.110,40.106,8.1,8.1
800,50,500,100,0.594,40.106,11.5,11.5
800,50,500,250,0.799,40.106,7.7,7.7
800,50,500,500,1.141,40.106,7.8,7.8
800,50,500,800,1.141,40.106,9.1,9.1
800,50,800,100,0.843,40.106,15.9,15.9
800,50,800,250,1.062,40.106,13.1,13.1
800,50,800,500,1.563,40.106,13.3,13.3
800,50,800,800,1.563,40.106,15.7,15.7
800,50,1250,100,1.272,40.106,23.7,23.7
800,50,1250,250,1.389,40.106,21.8,21.8
800,50,1250,500,1.715,40.106,22.1,22.1
800,50,1250,800,2.023,40.106,25.5,25.5
800,100,50,100,0.350,40.106,8.6,8.6
800,100,50,250,0.808,40.106,5.1,5.1
800,100,50,500,1.278,40.106,4.2,4.2
800,100,50,800,2.873,40.106,5.1,5.1
800,100,100,100,0.545,40.106,11.3,11.3
800,100,100,250,1.135,40.106,6.4,6.4
800,100,100,500,1.604,40.106,5.8,5.8
800,100,100,800,2.241,40.106,7.1,7.1
800,100,250,100,0.670,40.106,10.6,10.6
800,100,250,250,1.261,40.106,6.8,6.8
800,100,250,500,1.856,40.106,6.0,6.0
800,100,250,800,2.663,40.106,7.4,7.4
800,100,500,100,1.175,40.106,13.0,13.0
800,100,500,250,1.743,40.106,8.9,8.9
800,100,500,500,2.271,40.106,7.6,7.6
800,100,500,800,2.271,40.106,8.9,8.9
800,100,800,100,1.558,40.106,21.6,21.6
800,100,800,250,2.267,40.106,15.7,15.7
800,100,800,500,2.751,40.106,13.8,13.8
800,100,800,800,2.773,40.106,16.2,16.2
800,100,1250,100,2.291,40.106,36.2,36.2
800,100,1250,250,2.809,40.106,28.6,28.6
800,100,1250,500,3.845,40.106,25.0,25.0
800,100,1250,800,4.020,40.106,27.5,27.5
800,250,50,100,0.525,40.106,8.8,8.8
800,250,50,250,0.895,40.106,5.1,5.1
800,250,50,500,1.684,40.106,4.7,4.7
800,250,50,800,3.184,40.106,5.9,5.9
800,250,100,100,0.886,40.106,10.8,10.8
800,250,100,250,1.423,40.106,6.5,6.5
800,250,100,500,2.511,40.106,6.0,6.0
800,250,100,800,3.517,40.106,7.3,7.3
800,250,250,100,1.487,40.106,10.7,10.7
800,250,250,250,2.021,40.106,7.6,7.6
800,250,250,500,3.140,40.106,7.1,7.1
800,250,250,800,4.152,40.106,8.4,8.4
800,250,500,100,2.657,40.106,17.0,17.0
800,250,500,250,3.221,40.106,12.5,12.5
800,250,500,500,4.171,40.106,11.8,11.8
800,250,500,800,5.359,40.106,12.9,12.9
800,250,800,100,3.655,40.106,31.3,31.3
800,250,800,250,4.077,40.106,26.2,26.2
800,250,800,500,5.227,40.106,24.5,24.5
800,250,800,800,6.497,40.106,26.6,26.6
800,250,1250,100,5.713,40.106,60.7,60.7
800,250,1250,250,5.730,40.106,52.5,52.5
800,250,1250,500,7.011,40.106,51.0,51.0
800,250,1250,800,8.365,40.106,53.8,53.8
800,500,50,100,1.051,40.106,8.8,8.8
800,500,50,250,1.780,40.106,5.0,5.0
800,500,50,500,3.367,40.106,4.5,4.5
800,500,50,800,6.443,40.106,5.7,5.7
800,500,100,100,1.772,40.106,11.0,11.0
800,500,100,250,2.846,40.106,6.6,6.6
800,500,100,500,5.023,40.106,6.1,6.1
800,500,100,800,6.990,40.106,7.4,7.4
800,500,250,100,2.973,40.106,12.6,12.6
800,500,250,250,4.041,40.106,9.1,9.1
800,500,250,500,6.280,40.106,8.6,8.6
800,500,250,800,8.261,40.106,9.8,9.8
800,500,500,100,5.312,40.106,24.0,24.0
800,500,500,250,6.255,40.106,18.8,18.8
800,500,500,500,8.341,40.106,17.7,17.7
800,500,500,800,10.674,40.106,18.9,18.9
800,500,800,100,7.156,40.106,49.9,49.9
800,500,800,250,8.149,40.106,44.9,44.9
800,500,800,500,10.450,40.106,42.7,42.7
800,500,800,800,12.945,40.106,44.1,44.1
800,500,1250,100,11.185,40.106,106.1,106.1
800,500,1250,250,11.364,40.106,100.2,100.2
800,500,1250,500,13.871,40.106,90.4,90.4
800,500,1250,800,16.658,40.106,93.9,93.9
800,800,50,100,1.789,40.106,8.7,8.7
